customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,property_valuation,address_id
1902,Camille,Vallintine,Female,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4,1902
1903,Tucky,Pizzie,Male,1973-11-20,Project Manager,,High Net Worth,N,Yes,8,1903
1904,Nert,Muglestone,Female,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,8,1904
1905,Corabelle,,Female,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,No,7,1905
1906,Waylan,Katte,Male,1988-04-24,Product Engineer,Retail,Mass Customer,N,No,2,1906
1907,Lind,Dredge,Male,1974-11-04,VP Sales,Health,High Net Worth,N,No,7,1907
1908,Jaquelyn,Workman,Female,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,2,1908
1909,Drucill,Laurand,Female,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,6,1909
1910,Yovonnda,Warrior,Female,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,6,1910
1911,Hallsy,De Leek,Male,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,8,1911
1912,Hall,Grouer,Male,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,4,1912
1913,Tamiko,Fergie,Female,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,4,1913
1914,Clyve,Sandwick,Male,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,8,1914
1915,Dusty,Tesimon,Female,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,8,1915
1916,Redd,O'Crowley,Male,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,1,1916
1917,Raquela,Schimpke,Female,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,9,1917
1918,Devin,Sandeson,U,,Staff Accountant II,IT,Affluent Customer,N,No,7,1918
1919,Bartie,Hartburn,Male,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,9,1919
1920,Rutter,Marlen,Male,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,9,1920
1921,Cybill,Wakes,Female,1982-12-03,Accountant III,,Mass Customer,N,No,7,1921
1922,Ailene,Tomkies,Female,1969-11-11,Speech Pathologist,,High Net Worth,N,Yes,5,1922
1923,Immanuel,Farlamb,Male,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,10,1923
1924,Eolande,Kauscher,Female,1965-12-01,VP Product Management,,Mass Customer,N,Yes,9,1924
1925,Amaleta,Dickens,Female,1982-01-28,,,Mass Customer,N,Yes,7,1925
1926,Stefano,Menhenitt,Male,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,1,1926
1927,Masha,Bibbie,Female,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,5,1927
1928,Sully,Dorling,Male,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7,1928
1929,Elka,Crossgrove,Female,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,11,1929
1930,Ambrose,Bleasby,Male,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,10,1930
1931,Boris,Syres,Male,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,8,1931
1932,Sybila,Enefer,Female,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,1,1932
1933,Ephraim,Fulep,Male,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,3,1933
1934,Bryant,Tordiffe,Male,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,N,Yes,2,1934
1935,Galvan,,Male,1974-11-13,Senior Sales Associate,,Mass Customer,N,No,3,1935
1936,Gisella,Scad,Female,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,6,1936
1937,Renaud,Gahagan,Male,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,8,1937
1938,Austin,Toopin,U,,Automation Specialist IV,IT,Mass Customer,N,Yes,9,1938
1939,Pierce,Cheke,Male,1992-05-03,Safety Technician I,,Mass Customer,N,Yes,11,1939
1940,Gabriellia,Coulter,Female,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8,1940
1941,Dmitri,Eleshenar,Male,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,9,1941
1942,Abe,Townby,Male,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,9,1942
1943,Armstrong,Style,Male,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,8,1943
1944,Gregory,Balchin,Male,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,7,1944
1945,Griffin,Gisbourn,Male,1978-07-10,Software Test Engineer II,,High Net Worth,N,Yes,7,1945
1946,Brannon,Gladman,Male,1959-01-04,Systems Administrator III,,Mass Customer,N,No,6,1946
1947,Gretta,Patrone,Female,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,6,1947
1948,Elizabeth,Applewhaite,Female,1964-06-08,,Entertainment,Mass Customer,N,No,8,1948
1949,Onida,Cockshot,Female,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,12,1949
1950,Berne,Fulkes,Male,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,9,1950
1951,Rockie,MacCosty,Male,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,9,1951
1952,Patrica,Donativo,Female,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,3,1952
1953,Luisa,McGlue,Female,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,10,1953
1954,Greg,Iacovo,Male,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,11,1954
1955,Thornton,Vereker,Male,1980-11-22,Environmental Specialist,,Mass Customer,N,No,9,1955
1956,Omero,Murra,Male,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,8,1956
1957,Gary,Eager,Male,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,11,1957
1958,Janina,Keme,Female,1985-09-01,Professor,,Mass Customer,N,No,4,1958
1959,Arlen,Klossek,Male,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,8,1959
1960,Falkner,Jochens,Male,1978-07-03,Software Engineer II,,Mass Customer,N,Yes,7,1960
1961,Licha,Lyes,Female,1960-11-22,Physical Therapy Assistant,,Mass Customer,N,Yes,9,1961
1962,Paddie,Grunder,Male,1977-11-01,Sales Representative,Retail,Mass Customer,N,Yes,10,1962
1963,Syman,Trimnell,Male,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,9,1963
1964,Cara,Campbell-Dunlop,Female,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,3,1964
1965,Bendicty,Powrie,Male,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,8,1965
1966,Moshe,Nicholl,Male,1993-10-31,,Financial Services,High Net Worth,N,No,10,1966
1967,Nomi,,Female,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,1967
1968,Frederica,Hughman,Female,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,8,1968
1969,Dimitry,Kunkler,Male,1961-07-06,Teacher,IT,Mass Customer,N,Yes,10,1969
1970,Carl,Eyre,Male,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,9,1970
1971,Mariel,Dyke,Female,1998-02-10,,Manufacturing,Mass Customer,N,Yes,9,1971
1972,Obed,Pauler,Male,1989-07-14,,IT,Mass Customer,N,Yes,7,1972
1973,Fanni,Liffe,Female,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,8,1973
1974,Aharon,Moller,Male,1958-06-15,Administrative Officer,,Mass Customer,N,Yes,9,1974
1975,Tommie,Midden,Female,1965-10-19,Product Engineer,Health,Affluent Customer,N,No,2,1975
1976,Letitia,Coan,Female,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,8,1976
1977,Myrtia,Paschke,Female,1977-10-04,,Manufacturing,Mass Customer,N,Yes,10,1977
1978,Marge,Skerm,Female,1955-01-06,Dental Hygienist,Health,Mass Customer,N,No,2,1978
1979,Ephrem,Cariss,Male,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,Yes,4,1979
1980,Kenneth,Viall,Male,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,10,1980
1981,Calv,Zelland,Male,1986-01-30,Sales Associate,,Affluent Customer,N,No,10,1981
1982,Julee,Hallewell,Female,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,1982
1983,Kimberlee,Soonhouse,Female,1963-03-10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,12,1983
1984,Hewett,Alessandretti,Male,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,5,1984
1985,Chrysler,Longstaffe,Female,1978-12-02,Computer Systems Analyst I,,Mass Customer,N,Yes,6,1985
1986,Melania,Ruske,Female,1981-12-30,,Retail,Mass Customer,N,No,8,1986
1987,Jacobo,Rosenblum,Male,1956-06-08,Research Associate,Health,Affluent Customer,N,No,10,1987
1988,Kelwin,Goldsmith,Male,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,10,1988
1989,Emalee,Guitel,Female,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,9,1989
1990,Mira,Askham,U,,Senior Financial Analyst,Financial Services,High Net Worth,N,No,6,1990
1991,Tobe,Godrich,Male,1993-09-27,Research Nurse,Health,Mass Customer,N,Yes,9,1991
1992,Shanta,Attrill,Female,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,8,1992
1993,Agustin,Isworth,Male,1980-07-27,Accounting Assistant II,,High Net Worth,N,Yes,11,1993
1994,Gray,McLorinan,Female,1986-04-25,,Manufacturing,High Net Worth,N,No,7,1994
1995,Mabel,Sallter,Female,1969-03-26,Automation Specialist II,,Mass Customer,N,Yes,10,1995
1996,Filmer,Furby,Male,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,8,1996
1997,Tedmund,Simonsson,Male,1996-09-27,Structural Engineer,,Mass Customer,N,No,4,1997
1998,Hamil,Britch,Male,1975-03-26,Media Manager IV,Manufacturing,High Net Worth,N,No,6,1998
1999,Raquel,Bamlett,Female,1962-08-16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,1999
2000,Kain,Rene,U,,Assistant Professor,IT,High Net Worth,N,Yes,1,2000
2001,Mada,Martinho,Female,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,10,2001
2002,Matilde,Hamsher,Female,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,4,2002
2003,Lilli,Hargey,Female,1962-06-21,Statistician III,Manufacturing,High Net Worth,N,Yes,8,2003
2004,Brandy,Showering,Male,1963-06-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,2,2004
2005,Marina,McElwee,Female,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,8,2005
2006,Hyacinthia,Tuley,Female,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,11,2006
2007,Gail,Scarrisbrick,Male,1970-04-13,Programmer I,Manufacturing,Mass Customer,N,Yes,12,2007
2008,Jamill,Cudd,Male,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,8,2008
2009,Neilla,Castrillo,Female,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,8,2009
2010,Duff,Guyer,Male,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,10,2010
2011,Guthrie,MacAne,Male,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Yes,9,2011
2012,Maisey,Lavell,Female,1972-09-07,Health Coach I,Health,High Net Worth,N,No,11,2012
2013,Marge,Girault,Female,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,11,2013
2014,Sandye,Avraam,Female,1990-05-25,Associate Professor,Manufacturing,Mass Customer,N,Yes,11,2014
2015,Charyl,Sibson,Female,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,2,2015
2016,Laraine,Merioth,Female,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,8,2016
2017,Ezri,Sadry,Male,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,10,2017
2018,Richie,Matts,Male,1963-01-30,Senior Developer,Financial Services,Affluent Customer,N,No,7,2018
2019,Neda,Perkis,Female,1953-09-13,VP Marketing,Entertainment,High Net Worth,N,No,7,2019
2020,Portia,Proudlock,Female,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,3,2020
2021,Ulrica,Abelwhite,U,,Software Test Engineer I,IT,High Net Worth,N,Yes,9,2021
2022,Mortimer,Iremonger,Male,1982-07-03,,IT,Affluent Customer,N,No,7,2022
2023,Marco,Denziloe,Male,1971-01-11,Associate Professor,,High Net Worth,N,No,10,2023
2024,Elinor,Biggerstaff,Female,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,8,2024
2025,Agosto,Thon,Male,1982-04-15,VP Quality Control,,Mass Customer,N,Yes,8,2025
2026,Anabelle,Rogerson,Female,1987-09-18,Structural Engineer,Property,Mass Customer,N,Yes,7,2026
2027,Whitney,Dahle,Male,1964-09-02,VP Product Management,,High Net Worth,N,No,8,2027
2028,Cathy,Parmley,Female,1976-12-10,Director of Sales,Retail,Affluent Customer,N,Yes,8,2028
2029,Charlie,Hastilow,Male,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,10,2029
2030,Xymenes,Sprull,Male,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,11,2030
2031,Philbert,Albone,Male,1987-01-21,Geologist III,,Mass Customer,N,No,7,2031
2032,Theodore,Chicchelli,Male,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,10,2032
2033,Mar,Philippon,Male,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,3,2033
2034,June,Haslam,Female,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,2,2034
2035,Kylie,Terese,Male,1979-06-01,Senior Developer,Health,Mass Customer,N,No,8,2035
2036,Alix,Gilliland,Female,1977-04-29,,,Mass Customer,N,No,9,2036
2037,Irwin,Ryall,Male,1989-01-04,VP Marketing,IT,Mass Customer,N,No,9,2037
2038,Fae,Done,Female,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,4,2038
2039,Laureen,Blower,Female,1978-03-26,Senior Developer,IT,High Net Worth,N,Yes,6,2039
2040,Gal,Scardafield,Male,1969-09-05,VP Sales,Retail,Affluent Customer,N,Yes,12,2040
2041,Mort,Heath,Male,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,11,2041
2042,Bendix,Cooke,Male,1968-08-14,Registered Nurse,Health,Mass Customer,N,No,8,2042
2043,Veronike,Clampett,Female,1977-09-05,Software Consultant,,Mass Customer,N,No,7,2043
2044,Leyla,Eddington,Female,1998-08-02,Quality Engineer,Health,Mass Customer,N,Yes,8,2044
2045,Hermina,Franzel,Female,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,8,2045
2046,Charis,Maas,Female,1959-07-27,Marketing Manager,,Mass Customer,N,Yes,10,2046
2047,Kirsten,Slegg,Female,1975-04-13,Paralegal,Financial Services,Affluent Customer,N,Yes,12,2047
2048,Sorcha,Genthner,Female,1960-04-13,Financial Advisor,Financial Services,High Net Worth,N,No,3,2048
2049,Jud,Purchon,Male,1962-02-12,Assistant Professor,Manufacturing,High Net Worth,N,No,7,2049
2050,Opal,Costa,Female,1954-06-26,Business Systems Development Analyst,,Mass Customer,N,Yes,11,2050
2051,Teresita,Drinnan,Female,1959-06-15,Geological Engineer,Manufacturing,Affluent Customer,N,No,3,2051
2052,Ganny,Sealeaf,Male,1955-11-30,,Retail,Mass Customer,N,Yes,8,2052
2053,Horatius,Dufton,Male,1978-05-28,,Financial Services,Affluent Customer,N,Yes,8,2053
2054,Horace,Gilpillan,Male,1995-08-21,,Manufacturing,Mass Customer,N,Yes,1,2054
2055,Harmon,Bakster,Male,1980-09-14,Administrative Assistant III,Retail,High Net Worth,N,No,10,2055
2056,Cristin,Smoughton,Female,1986-03-04,Biostatistician IV,Property,High Net Worth,N,No,9,2056
2057,Elianora,Sally,Female,1959-10-04,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,4,2057
2058,Ronna,Wickersham,Female,1978-02-04,Database Administrator I,Argiculture,High Net Worth,N,No,7,2058
2059,Kylen,Gimson,Female,1977-02-15,Graphic Designer,,High Net Worth,N,No,12,2059
2060,Constancia,Akram,Female,1959-01-23,Statistician II,Financial Services,Mass Customer,N,No,3,2060
2061,Loralyn,,Female,1983-01-24,Technical Writer,Manufacturing,High Net Worth,N,No,9,2061
2062,Guillermo,Kolakovic,Male,1976-08-19,Junior Executive,Retail,Mass Customer,N,No,9,2062
2063,Benny,Crudge,Male,1963-06-17,Clinical Specialist,Health,Affluent Customer,N,No,10,2063
2064,Reynard,Jaffrey,Male,1969-05-19,VP Marketing,Health,Mass Customer,N,Yes,1,2064
2065,Silvio,Henrichs,Male,1978-03-13,Technical Writer,Retail,Mass Customer,N,Yes,7,2065
2066,Skipp,McLarens,Male,1969-12-21,Food Chemist,Health,High Net Worth,N,Yes,7,2066
2067,Slade,Mulvin,Male,1979-05-05,Registered Nurse,Health,Mass Customer,N,No,10,2067
2068,Wandie,Nare,Female,1956-08-08,Account Representative I,,High Net Worth,N,No,9,2068
2069,Sol,Holdron,U,,Software Test Engineer IV,IT,Mass Customer,N,Yes,8,2069
2070,Tiphany,Leppington,Female,1981-12-05,Recruiting Manager,,Mass Customer,N,No,7,2070
2071,Ardis,Ramelet,Female,1978-02-07,,,Mass Customer,N,No,4,2071
2072,Margie,Tillyer,Female,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9,2072
2073,Linea,,Female,1974-01-30,,Manufacturing,High Net Worth,N,Yes,8,2073
2074,Roslyn,Rawdall,Female,1997-06-11,,Financial Services,Mass Customer,N,No,9,2074
2075,Devondra,Jovis,Female,1973-04-23,Environmental Tech,Manufacturing,Mass Customer,N,No,10,2075
2076,Beatriz,Tweddle,Female,1969-06-03,Assistant Manager,Manufacturing,Mass Customer,N,Yes,11,2076
2077,Tobe,Lindroos,Female,1992-02-26,Cost Accountant,Financial Services,Mass Customer,N,Yes,12,2077
2078,Joice,Govett,Female,1989-08-30,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,1,2078
2079,Eda,,Female,1956-07-29,Account Executive,,High Net Worth,N,No,3,2079
2080,Rosamond,Sainer,Female,1959-08-07,Human Resources Assistant IV,,High Net Worth,N,No,2,2080
2081,Gelya,Coaker,Female,1972-06-21,Senior Editor,Financial Services,Mass Customer,N,No,7,2081
2082,Sybyl,Beekman,Female,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,7,2082
2083,Karee,Ortler,Female,1980-07-18,,,Mass Customer,N,No,7,2083
2084,Britni,Menguy,Female,1986-10-03,,IT,Mass Customer,N,Yes,7,2084
2085,Carolynn,Samsin,Female,1956-05-03,Pharmacist,Health,Mass Customer,N,No,9,2085
2086,Gayle,Cockerell,Male,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,N,No,9,2086
2087,Yehudi,Sandon,Male,1969-06-08,Administrative Officer,IT,Mass Customer,N,Yes,3,2087
2088,Ernie,Wankel,Male,1969-10-09,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7,2088
2089,Erie,Ballston,Male,1958-01-07,Safety Technician I,Financial Services,High Net Worth,N,No,4,2089
2090,Stanton,Schimoni,Male,1964-12-05,Help Desk Technician,Financial Services,Mass Customer,N,Yes,6,2090
2091,Dominga,Crosfield,Female,1980-06-22,Office Assistant II,Argiculture,Mass Customer,N,No,9,2091
2092,Stavros,Hazelby,Male,1977-12-22,Safety Technician IV,Manufacturing,High Net Worth,N,No,8,2092
2093,Salem,Doiley,Male,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,9,2093
2094,Merle,Pesticcio,Male,1984-01-27,Biostatistician IV,,Mass Customer,N,No,2,2094
2095,Anette,Guerreiro,Female,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8,2095
2096,Torrie,Smartman,Female,1969-05-21,Programmer III,Telecommunications,High Net Worth,N,Yes,9,2096
2097,Web,Decaze,Male,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,No,2,2097
2098,Ame,Tossell,Female,1969-12-13,Dental Hygienist,Health,High Net Worth,N,No,12,2098
2099,Mikel,McKechnie,Male,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,6,2099
2100,Der,Blatcher,Male,1978-05-30,Marketing Assistant,IT,Mass Customer,N,No,1,2100
2101,Maryann,,Female,1998-03-08,General Manager,,Mass Customer,N,Yes,7,2101
2102,Carl,Penquet,Male,1976-01-08,Senior Editor,,Affluent Customer,N,No,10,2102
2103,Jayme,Hendin,Male,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,4,2103
2104,Livy,Roote,Female,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,3,2104
2105,Terrance,Goligher,Male,1971-11-11,Food Chemist,Health,High Net Worth,N,Yes,8,2105
2106,Antons,Ley,Male,1970-03-19,Project Manager,Financial Services,High Net Worth,N,Yes,6,2106
2107,Dre,Ferrillo,Female,1992-07-10,Biostatistician IV,IT,Affluent Customer,N,Yes,9,2107
2108,Michel,O'Halligan,Female,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,Yes,8,2108
2109,Grazia,Vinson,Female,1965-04-13,Account Representative II,Health,High Net Worth,N,Yes,6,2109
2110,Gard,Marris,Male,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,11,2110
2111,Ellis,Vokes,Male,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,Yes,4,2111
2112,Aubrie,Glaum,Female,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,9,2112
2113,Nita,Bushell,Female,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,N,No,12,2113
2114,Erick,Caveill,Male,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,No,8,2114
2115,Shannon,Pflieger,Male,1975-08-31,Food Chemist,Health,Mass Customer,N,Yes,5,2115
2116,Wyndham,Ecob,Male,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,Yes,8,2116
2117,Llywellyn,Christall,Male,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,8,2117
2118,Ulrick,Calyton,Male,1978-07-22,Developer III,,High Net Worth,N,No,10,2118
2119,Dorise,Bellon,Female,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,10,2119
2120,Clare,Attoe,Male,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,No,8,2120
2121,Clarita,Jaqueminet,Female,1989-02-15,Nurse,Financial Services,Mass Customer,N,Yes,8,2121
2122,Osborne,Nawton,Male,1973-01-27,Registered Nurse,Health,High Net Worth,N,Yes,1,2122
2123,Shirley,Negal,Female,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,12,2123
2124,Damien,Bartczak,Male,1978-01-30,,Retail,High Net Worth,N,No,10,2124
2125,Laurene,Linstead,Female,1975-01-27,VP Quality Control,Financial Services,High Net Worth,N,No,9,2125
2126,Hugibert,Getcliff,Male,1958-03-29,Product Engineer,Health,Mass Customer,N,Yes,2,2126
2127,Wanids,Baudet,Female,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,8,2127
2128,Gregorius,Cockram,Male,1976-09-25,Data Coordiator,Property,Affluent Customer,N,Yes,9,2128
2129,Barron,Waszkiewicz,Male,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,N,No,1,2129
2130,Evangelina,Coxhell,Female,1990-01-01,Structural Engineer,Property,High Net Worth,N,Yes,3,2130
2131,Nettle,Painter,Female,1971-03-21,Payment Adjustment Coordinator,,Mass Customer,N,Yes,12,2131
2132,Davina,Dougary,Female,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,9,2132
2133,Clarissa,Blaisdale,Female,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,9,2133
2134,Crosby,Ruoff,Male,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,8,2134
2135,Teador,Laurant,Male,1980-09-18,Structural Engineer,,Mass Customer,N,Yes,7,2135
2136,Heather,Golsworthy,Female,1965-07-12,Office Assistant I,Health,High Net Worth,N,Yes,1,2136
2137,Renie,,Female,1971-06-22,Chemical Engineer,Manufacturing,Affluent Customer,N,No,10,2137
2138,Jonell,Gon,Female,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,3,2138
2139,Carolina,Brands,Female,1982-02-06,Accountant II,IT,Affluent Customer,N,Yes,8,2139
2140,Hilario,Ramsdell,Male,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,N,No,4,2140
2141,Georgie,Bruggen,Female,1964-08-21,Programmer I,Financial Services,High Net Worth,N,Yes,8,2141
2142,Marti,McComish,Female,1979-07-02,Biostatistician IV,,Affluent Customer,N,No,10,2142
2143,Napoleon,Terron,Male,1963-12-23,Business Systems Development Analyst,,High Net Worth,N,Yes,8,2143
2144,Maureene,Kingstne,Female,1978-04-11,Office Assistant IV,Property,Mass Customer,N,Yes,6,2144
2145,Adrea,Quittonden,Female,1959-11-11,Librarian,Entertainment,Affluent Customer,N,Yes,10,2145
2146,Timmie,Lenden,Male,1967-01-25,,,Mass Customer,N,No,7,2146
2147,Franzen,Kielty,Male,1998-11-04,Engineer IV,,High Net Worth,N,Yes,3,2147
2148,Annis,Freeth,Female,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,Yes,10,2148
2149,Lana,Druce,Female,1978-05-19,Professor,,High Net Worth,N,No,5,2149
2150,Huntlee,Pashba,Male,1959-09-05,,Retail,Affluent Customer,N,Yes,9,2150
2151,Herrick,Gammett,Male,1986-10-23,,Entertainment,Affluent Customer,N,No,3,2151
2152,Junina,Labone,Female,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1,2152
2153,Jimmy,,Male,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,8,2153
2154,Bird,Bolf,Female,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,9,2154
2155,Fayth,Millions,Female,1964-01-09,Data Coordiator,,Mass Customer,N,No,4,2155
2156,Darill,Mowday,Male,1977-04-08,Desktop Support Technician,Retail,Mass Customer,N,Yes,8,2156
2157,Alidia,Petyankin,Female,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,10,2157
2158,Caesar,Begbie,Male,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,8,2158
2159,Godfrey,Bottini,Male,1963-10-05,,,High Net Worth,N,Yes,10,2159
2160,Kettie,Cantopher,Female,1971-06-26,Recruiter,Health,Mass Customer,N,Yes,9,2160
2161,Tommie,Mardle,Male,1998-01-14,,Financial Services,Mass Customer,N,No,6,2161
2162,Andrew,Blunt,Male,1974-05-09,Paralegal,Financial Services,High Net Worth,N,Yes,6,2162
2163,Tim,Guilliatt,Male,1996-12-25,VP Product Management,,Mass Customer,N,Yes,8,2163
2164,Toinette,Clementson,Female,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2164
2165,Marlie,Teesdale,U,,Civil Engineer,Manufacturing,Affluent Customer,N,No,4,2165
2166,Mareah,Woodnutt,Female,1984-11-09,Nurse,Property,Mass Customer,N,No,12,2166
2167,Laina,Semorad,Female,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,9,2167
2168,Levon,Woollard,Male,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,10,2168
2169,Jarrad,Atwell,Male,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,2,2169
